Group;Key;Text;codeEL;codeNT;codePython;codePRT
RSI;RSI_5565;RSI(14)[0] >= 55 and RSI(14)[0] <= 65;rsi(c,14)[0] >= 55 and rsi(c,14)[0] <= 65;RSI(14,3)[0] >= 55 && RSI(14,3)[0] <= 65;talib.RSI(C,14)[-1] >= 55 and talib.RSI(C,14)[-1] <= 65;rsi[14](close)[0] >= 55 and rsi[14](close)[0] <= 65
RSI;RSI_6575;RSI(14)[0] >= 65 and RSI(14)[0] <= 75;rsi(c,14)[0] >= 65 and rsi(c,14)[0] <= 75;RSI(14,3)[0] >= 65 && RSI(14,3)[0] <= 75;talib.RSI(C,14)[-1] >= 65 and talib.RSI(C,14)[-1] <= 75;rsi[14](close)[0] >= 65 and rsi[14](close)[0] <= 75
RSI;RSI_7585;RSI(14)[0] >= 75 and RSI(14)[0] <= 85;rsi(c,14)[0] >= 75 and rsi(c,14)[0] <= 85;RSI(14,3)[0] >= 75 && RSI(14,3)[0] <= 85;talib.RSI(C,14)[-1] >= 75 and talib.RSI(C,14)[-1] <= 85;rsi[14](close)[0] >= 75 and rsi[14](close)[0] <= 85
RSI;RSI_8595;RSI(14)[0] >= 85 and RSI(14)[0] <= 95;rsi(c,14)[0] >= 85 and rsi(c,14)[0] <= 95;RSI(14,3)[0] >= 85 && RSI(14,3)[0] <= 95;talib.RSI(C,14)[-1] >= 85 and talib.RSI(C,14)[-1] <= 95;rsi[14](close)[0] >= 85 and rsi[14](close)[0] <= 95
RSI;RSI2xa5;RSI(2)[0] Crosses Above 5;rsi(c,2)[0] crosses above 5;RSI(2,3)[0] >= 5 && RSI(2,3)[1] < 5;talib.RSI(C,2)[-1] >= 5 and talib.RSI(C,2)[-2] < 5;rsi[2](close)[0] crosses over 5
RSI;RSI2xa10;RSI(2)[0] Crosses Above 10;rsi(c,2)[0] crosses above 10;RSI(2,3)[0] >= 10 && RSI(2,3)[1] < 10;talib.RSI(C,2)[-1] >= 10 and talib.RSI(C,2)[-2] < 10;rsi[2](close)[0] crosses over 10
RSI;RSI2xa20;RSI(2)[0] Crosses Above 20;rsi(c,2)[0] crosses above 20;RSI(2,3)[0] >= 20 && RSI(2,3)[1] < 20;talib.RSI(C,2)[-1] >= 20 and talib.RSI(C,2)[-2] < 20;rsi[2](close)[0] crosses over 20
RSI;RSI2xa30;RSI(2)[0] Crosses Above 30;rsi(c,2)[0] crosses above 30;RSI(2,3)[0] >= 30 && RSI(2,3)[1] < 30;talib.RSI(C,2)[-1] >= 30 and talib.RSI(C,2)[-2] < 30;rsi[2](close)[0] crosses over 30
RSI;RSI2xa40;RSI(2)[0] Crosses Above 40;rsi(c,2)[0] crosses above 40;RSI(2,3)[0] >= 40 && RSI(2,3)[1] < 40;talib.RSI(C,2)[-1] >= 40 and talib.RSI(C,2)[-2] < 40;rsi[2](close)[0] crosses over 40
RSI;RSI2xa50;RSI(2)[0] Crosses Above 50;rsi(c,2)[0] crosses above 50;RSI(2,3)[0] >= 50 && RSI(2,3)[1] < 50;talib.RSI(C,2)[-1] >= 50 and talib.RSI(C,2)[-2] < 50;rsi[2](close)[0] crosses over 50
RSI;RSI2xa60;RSI(2)[0] Crosses Above 60;rsi(c,2)[0] crosses above 60;RSI(2,3)[0] >= 60 && RSI(2,3)[1] < 60;talib.RSI(C,2)[-1] >= 60 and talib.RSI(C,2)[-2] < 60;rsi[2](close)[0] crosses over 60
RSI;RSI2xa70;RSI(2)[0] Crosses Above 70;rsi(c,2)[0] crosses above 70;RSI(2,3)[0] >= 70 && RSI(2,3)[1] < 70;talib.RSI(C,2)[-1] >= 70 and talib.RSI(C,2)[-2] < 70;rsi[2](close)[0] crosses over 70
RSI;RSI2xa80;RSI(2)[0] Crosses Above 80;rsi(c,2)[0] crosses above 80;RSI(2,3)[0] >= 80 && RSI(2,3)[1] < 80;talib.RSI(C,2)[-1] >= 80 and talib.RSI(C,2)[-2] < 80;rsi[2](close)[0] crosses over 80
RSI;RSI2xa90;RSI(2)[0] Crosses Above 90;rsi(c,2)[0] crosses above 90;RSI(2,3)[0] >= 90 && RSI(2,3)[1] < 90;talib.RSI(C,2)[-1] >= 90 and talib.RSI(C,2)[-2] < 90;rsi[2](close)[0] crosses over 90
RSI;RSI2xa95;RSI(2)[0] Crosses Above 95;rsi(c,2)[0] crosses above 95;RSI(2,3)[0] >= 95 && RSI(2,3)[1] < 95;talib.RSI(C,2)[-1] >= 95 and talib.RSI(C,2)[-2] < 95;rsi[2](close)[0] crosses over 95
RSI;RSI2xb5;RSI(2)[0] Crosses Below 5;rsi(c,2)[0] crosses below 5;RSI(2,3)[0] <= 5 && RSI(2,3)[1] > 5;talib.RSI(C,2)[-1] <= 5 and talib.RSI(C,2)[-2] > 5;rsi[2](close)[0] crosses under 5
RSI;RSI2xb10;RSI(2)[0] Crosses Below 10;rsi(c,2)[0] crosses below 10;RSI(2,3)[0] <= 10 && RSI(2,3)[1] > 10;talib.RSI(C,2)[-1] <= 10 and talib.RSI(C,2)[-2] > 10;rsi[2](close)[0] crosses under 10
RSI;RSI2xb20;RSI(2)[0] Crosses Below 20;rsi(c,2)[0] crosses below 20;RSI(2,3)[0] <= 20 && RSI(2,3)[1] > 20;talib.RSI(C,2)[-1] <= 20 and talib.RSI(C,2)[-2] > 20;rsi[2](close)[0] crosses under 20
RSI;RSI2xb30;RSI(2)[0] Crosses Below 30;rsi(c,2)[0] crosses below 30;RSI(2,3)[0] <= 30 && RSI(2,3)[1] > 30;talib.RSI(C,2)[-1] <= 30 and talib.RSI(C,2)[-2] > 30;rsi[2](close)[0] crosses under 30
RSI;RSI2xb40;RSI(2)[0] Crosses Below 40;rsi(c,2)[0] crosses below 40;RSI(2,3)[0] <= 40 && RSI(2,3)[1] > 40;talib.RSI(C,2)[-1] <= 40 and talib.RSI(C,2)[-2] > 40;rsi[2](close)[0] crosses under 40
RSI;RSI2xb50;RSI(2)[0] Crosses Below 50;rsi(c,2)[0] crosses below 50;RSI(2,3)[0] <= 50 && RSI(2,3)[1] > 50;talib.RSI(C,2)[-1] <= 50 and talib.RSI(C,2)[-2] > 50;rsi[2](close)[0] crosses under 50
RSI;RSI2xb60;RSI(2)[0] Crosses Below 60;rsi(c,2)[0] crosses below 60;RSI(2,3)[0] <= 60 && RSI(2,3)[1] > 60;talib.RSI(C,2)[-1] <= 60 and talib.RSI(C,2)[-2] > 60;rsi[2](close)[0] crosses under 60
RSI;RSI2xb70;RSI(2)[0] Crosses Below 70;rsi(c,2)[0] crosses below 70;RSI(2,3)[0] <= 70 && RSI(2,3)[1] > 70;talib.RSI(C,2)[-1] <= 70 and talib.RSI(C,2)[-2] > 70;rsi[2](close)[0] crosses under 70
RSI;RSI2xb80;RSI(2)[0] Crosses Below 80;rsi(c,2)[0] crosses below 80;RSI(2,3)[0] <= 80 && RSI(2,3)[1] > 80;talib.RSI(C,2)[-1] <= 80 and talib.RSI(C,2)[-2] > 80;rsi[2](close)[0] crosses under 80
RSI;RSI2xb90;RSI(2)[0] Crosses Below 90;rsi(c,2)[0] crosses below 90;RSI(2,3)[0] <= 90 && RSI(2,3)[1] > 90;talib.RSI(C,2)[-1] <= 90 and talib.RSI(C,2)[-2] > 90;rsi[2](close)[0] crosses under 90
RSI;RSI2xb95;RSI(2)[0] Crosses Below 95;rsi(c,2)[0] crosses below 95;RSI(2,3)[0] <= 95 && RSI(2,3)[1] > 95;talib.RSI(C,2)[-1] <= 95 and talib.RSI(C,2)[-2] > 95;rsi[2](close)[0] crosses under 95
RSI;RSIxa5;RSI(14)[0] Crosses Above 5;rsi(c,14)[0] crosses above 5;RSI(14,3)[0] >= 5 && RSI(14,3)[1] < 5;talib.RSI(C,14)[-1] >= 5 and talib.RSI(C,14)[-2] < 5;rsi[14](close)[0] crosses over 5
RSI;RSIxa10;RSI(14)[0] Crosses Above 10;rsi(c,14)[0] crosses above 10;RSI(14,3)[0] >= 10 && RSI(14,3)[1] < 10;talib.RSI(C,14)[-1] >= 10 and talib.RSI(C,14)[-2] < 10;rsi[14](close)[0] crosses over 10
RSI;RSIxa20;RSI(14)[0] Crosses Above 20;rsi(c,14)[0] crosses above 20;RSI(14,3)[0] >= 20 && RSI(14,3)[1] < 20;talib.RSI(C,14)[-1] >= 20 and talib.RSI(C,14)[-2] < 20;rsi[14](close)[0] crosses over 20
RSI;RSIxa30;RSI(14)[0] Crosses Above 30;rsi(c,14)[0] crosses above 30;RSI(14,3)[0] >= 30 && RSI(14,3)[1] < 30;talib.RSI(C,14)[-1] >= 30 and talib.RSI(C,14)[-2] < 30;rsi[14](close)[0] crosses over 30
RSI;RSIxa40;RSI(14)[0] Crosses Above 40;rsi(c,14)[0] crosses above 40;RSI(14,3)[0] >= 40 && RSI(14,3)[1] < 40;talib.RSI(C,14)[-1] >= 40 and talib.RSI(C,14)[-2] < 40;rsi[14](close)[0] crosses over 40
RSI;RSIxa50;RSI(14)[0] Crosses Above 50;rsi(c,14)[0] crosses above 50;RSI(14,3)[0] >= 50 && RSI(14,3)[1] < 50;talib.RSI(C,14)[-1] >= 50 and talib.RSI(C,14)[-2] < 50;rsi[14](close)[0] crosses over 50
RSI;RSIxa60;RSI(14)[0] Crosses Above 60;rsi(c,14)[0] crosses above 60;RSI(14,3)[0] >= 60 && RSI(14,3)[1] < 60;talib.RSI(C,14)[-1] >= 60 and talib.RSI(C,14)[-2] < 60;rsi[14](close)[0] crosses over 60
RSI;RSIxa70;RSI(14)[0] Crosses Above 70;rsi(c,14)[0] crosses above 70;RSI(14,3)[0] >= 70 && RSI(14,3)[1] < 70;talib.RSI(C,14)[-1] >= 70 and talib.RSI(C,14)[-2] < 70;rsi[14](close)[0] crosses over 70
RSI;RSIxa80;RSI(14)[0] Crosses Above 80;rsi(c,14)[0] crosses above 80;RSI(14,3)[0] >= 80 && RSI(14,3)[1] < 80;talib.RSI(C,14)[-1] >= 80 and talib.RSI(C,14)[-2] < 80;rsi[14](close)[0] crosses over 80
RSI;RSIxa90;RSI(14)[0] Crosses Above 90;rsi(c,14)[0] crosses above 90;RSI(14,3)[0] >= 90 && RSI(14,3)[1] < 90;talib.RSI(C,14)[-1] >= 90 and talib.RSI(C,14)[-2] < 90;rsi[14](close)[0] crosses over 90
RSI;RSIxa95;RSI(14)[0] Crosses Above 95;rsi(c,14)[0] crosses above 95;RSI(14,3)[0] >= 95 && RSI(14,3)[1] < 95;talib.RSI(C,14)[-1] >= 95 and talib.RSI(C,14)[-2] < 95;rsi[14](close)[0] crosses over 95
RSI;RSIxb5;RSI(14)[0] Crosses Below 5;rsi(c,14)[0] crosses below 5;RSI(14,3)[0] <= 5 && RSI(14,3)[1] > 5;talib.RSI(C,14)[-1] <= 5 and talib.RSI(C,14)[-2] > 5;rsi[14](close)[0] crosses under 5
RSI;RSIxb10;RSI(14)[0] Crosses Below 10;rsi(c,14)[0] crosses below 10;RSI(14,3)[0] <= 10 && RSI(14,3)[1] > 10;talib.RSI(C,14)[-1] <= 10 and talib.RSI(C,14)[-2] > 10;rsi[14](close)[0] crosses under 10
RSI;RSIxb20;RSI(14)[0] Crosses Below 20;rsi(c,14)[0] crosses below 20;RSI(14,3)[0] <= 20 && RSI(14,3)[1] > 20;talib.RSI(C,14)[-1] <= 20 and talib.RSI(C,14)[-2] > 20;rsi[14](close)[0] crosses under 20
RSI;RSIxb30;RSI(14)[0] Crosses Below 30;rsi(c,14)[0] crosses below 30;RSI(14,3)[0] <= 30 && RSI(14,3)[1] > 30;talib.RSI(C,14)[-1] <= 30 and talib.RSI(C,14)[-2] > 30;rsi[14](close)[0] crosses under 30
RSI;RSIxb40;RSI(14)[0] Crosses Below 40;rsi(c,14)[0] crosses below 40;RSI(14,3)[0] <= 40 && RSI(14,3)[1] > 40;talib.RSI(C,14)[-1] <= 40 and talib.RSI(C,14)[-2] > 40;rsi[14](close)[0] crosses under 40
RSI;RSIxb50;RSI(14)[0] Crosses Below 50;rsi(c,14)[0] crosses below 50;RSI(14,3)[0] <= 50 && RSI(14,3)[1] > 50;talib.RSI(C,14)[-1] <= 50 and talib.RSI(C,14)[-2] > 50;rsi[14](close)[0] crosses under 50
RSI;RSIxb60;RSI(14)[0] Crosses Below 60;rsi(c,14)[0] crosses below 60;RSI(14,3)[0] <= 60 && RSI(14,3)[1] > 60;talib.RSI(C,14)[-1] <= 60 and talib.RSI(C,14)[-2] > 60;rsi[14](close)[0] crosses under 60
RSI;RSIxb70;RSI(14)[0] Crosses Below 70;rsi(c,14)[0] crosses below 70;RSI(14,3)[0] <= 70 && RSI(14,3)[1] > 70;talib.RSI(C,14)[-1] <= 70 and talib.RSI(C,14)[-2] > 70;rsi[14](close)[0] crosses under 70
RSI;RSIxb80;RSI(14)[0] Crosses Below 80;rsi(c,14)[0] crosses below 80;RSI(14,3)[0] <= 80 && RSI(14,3)[1] > 80;talib.RSI(C,14)[-1] <= 80 and talib.RSI(C,14)[-2] > 80;rsi[14](close)[0] crosses under 80
RSI;RSIxb90;RSI(14)[0] Crosses Below 90;rsi(c,14)[0] crosses below 90;RSI(14,3)[0] <= 90 && RSI(14,3)[1] > 90;talib.RSI(C,14)[-1] <= 90 and talib.RSI(C,14)[-2] > 90;rsi[14](close)[0] crosses under 90
RSI;RSIxb95;RSI(14)[0] Crosses Below 95;rsi(c,14)[0] crosses below 95;RSI(14,3)[0] <= 95 && RSI(14,3)[1] > 95;talib.RSI(C,14)[-1] <= 95 and talib.RSI(C,14)[-2] > 95;rsi[14](close)[0] crosses under 95
Rate Of Change;ROC3pos;RateOfChange(3)[0] > 0;rateOfChange(close,3)[0] > 0;ROC(Close,3)[0] > 0;talib.ROC(C,3)[-1] > 0;((close / close[3] - 1) * 100)[0] > 0
Rate Of Change;ROC5pos;RateOfChange(5)[0] > 0;rateOfChange(close,5)[0] > 0;ROC(Close,5)[0] > 0;talib.ROC(C,5)[-1] > 0;((close / close[5] - 1) * 100)[0] > 0
Rate Of Change;ROC10pos;RateOfChange(10)[0] > 0;rateOfChange(close,10)[0] > 0;ROC(Close,10)[0] > 0;talib.ROC(C,10)[-1] > 0;((close / close[10] - 1) * 100)[0] > 0
Rate Of Change;ROC3neg;RateOfChange(3)[0] < 0;rateOfChange(close,3)[0] < 0;ROC(Close,3)[0] < 0;talib.ROC(C,3)[-1] < 0;((close / close[3] - 1) * 100)[0] < 0
Rate Of Change;ROC5neg;RateOfChange(5)[0] < 0;rateOfChange(close,5)[0] < 0;ROC(Close,5)[0] < 0;talib.ROC(C,5)[-1] < 0;((close / close[5] - 1) * 100)[0] < 0
Rate Of Change;ROC10neg;RateOfChange(10)[0] < 0;rateOfChange(close,10)[0] < 0;ROC(Close,10)[0] < 0;talib.ROC(C,10)[-1] < 0;((close / close[10] - 1) * 100)[0] < 0
Rate Of Change;ROCroc31;RateOfChange(3)[0] > RateOfChange(3)[1];rateOfChange(close,3)[0] > rateOfChange(close,3)[1];ROC(Close,3)[0] > ROC(Close,3)[1];talib.ROC(C,3)[-1] > talib.ROC(C,3)[-2];((close / close[3] - 1) * 100)[0] > ((close / close[3] - 1) * 100)[1]
Rate Of Change;ROCroc32;RateOfChange(3)[0] > RateOfChange(3)[2];rateOfChange(close,3)[0] > rateOfChange(close,3)[2];ROC(Close,3)[0] > ROC(Close,3)[2];talib.ROC(C,3)[-1] > talib.ROC(C,3)[-3];((close / close[3] - 1) * 100)[0] > ((close / close[3] - 1) * 100)[2]
Rate Of Change;ROCroc33;RateOfChange(3)[0] > RateOfChange(3)[3];rateOfChange(close,3)[0] > rateOfChange(close,3)[3];ROC(Close,3)[0] > ROC(Close,3)[3];talib.ROC(C,3)[-1] > talib.ROC(C,3)[-4];((close / close[3] - 1) * 100)[0] > ((close / close[3] - 1) * 100)[3]
Rate Of Change;ROCroc34;RateOfChange(3)[0] > RateOfChange(3)[4];rateOfChange(close,3)[0] > rateOfChange(close,3)[4];ROC(Close,3)[0] > ROC(Close,3)[4];talib.ROC(C,3)[-1] > talib.ROC(C,3)[-5];((close / close[3] - 1) * 100)[0] > ((close / close[3] - 1) * 100)[4]
Rate Of Change;ROCroc35;RateOfChange(3)[0] > RateOfChange(3)[5];rateOfChange(close,3)[0] > rateOfChange(close,3)[5];ROC(Close,3)[0] > ROC(Close,3)[5];talib.ROC(C,3)[-1] > talib.ROC(C,3)[-6];((close / close[3] - 1) * 100)[0] > ((close / close[3] - 1) * 100)[5]
Rate Of Change;ROCroc51;RateOfChange(5)[0] > RateOfChange(5)[1];rateOfChange(close,5)[0] > rateOfChange(close,5)[1];ROC(Close,5)[0] > ROC(Close,5)[1];talib.ROC(C,5)[-1] > talib.ROC(C,5)[-2];((close / close[5] - 1) * 100)[0] > ((close / close[5] - 1) * 100)[1]
Rate Of Change;ROCroc52;RateOfChange(5)[0] > RateOfChange(5)[2];rateOfChange(close,5)[0] > rateOfChange(close,5)[2];ROC(Close,5)[0] > ROC(Close,5)[2];talib.ROC(C,5)[-1] > talib.ROC(C,5)[-3];((close / close[5] - 1) * 100)[0] > ((close / close[5] - 1) * 100)[2]
Rate Of Change;ROCroc53;RateOfChange(5)[0] > RateOfChange(5)[3];rateOfChange(close,5)[0] > rateOfChange(close,5)[3];ROC(Close,5)[0] > ROC(Close,5)[3];talib.ROC(C,5)[-1] > talib.ROC(C,5)[-4];((close / close[5] - 1) * 100)[0] > ((close / close[5] - 1) * 100)[3]
Rate Of Change;ROCroc54;RateOfChange(5)[0] > RateOfChange(5)[4];rateOfChange(close,5)[0] > rateOfChange(close,5)[4];ROC(Close,5)[0] > ROC(Close,5)[4];talib.ROC(C,5)[-1] > talib.ROC(C,5)[-5];((close / close[5] - 1) * 100)[0] > ((close / close[5] - 1) * 100)[4]
Rate Of Change;ROCroc55;RateOfChange(5)[0] > RateOfChange(5)[5];rateOfChange(close,5)[0] > rateOfChange(close,5)[5];ROC(Close,5)[0] > ROC(Close,5)[5];talib.ROC(C,5)[-1] > talib.ROC(C,5)[-6];((close / close[5] - 1) * 100)[0] > ((close / close[5] - 1) * 100)[5]
Rate Of Change;ROCroc101;RateOfChange(10)[0] > RateOfChange(10)[1];rateOfChange(close,10)[0] > rateOfChange(close,10)[1];ROC(Close,10)[0] > ROC(Close,10)[1];talib.ROC(C,10)[-1] > talib.ROC(C,10)[-2];((close / close[10] - 1) * 100)[0] > ((close / close[10] - 1) * 100)[1]
Rate Of Change;ROCroc102;RateOfChange(10)[0] > RateOfChange(10)[2];rateOfChange(close,10)[0] > rateOfChange(close,10)[2];ROC(Close,10)[0] > ROC(Close,10)[2];talib.ROC(C,10)[-1] > talib.ROC(C,10)[-3];((close / close[10] - 1) * 100)[0] > ((close / close[10] - 1) * 100)[2]
Rate Of Change;ROCroc103;RateOfChange(10)[0] > RateOfChange(10)[3];rateOfChange(close,10)[0] > rateOfChange(close,10)[3];ROC(Close,10)[0] > ROC(Close,10)[3];talib.ROC(C,10)[-1] > talib.ROC(C,10)[-4];((close / close[10] - 1) * 100)[0] > ((close / close[10] - 1) * 100)[3]
Rate Of Change;ROCroc104;RateOfChange(10)[0] > RateOfChange(10)[4];rateOfChange(close,10)[0] > rateOfChange(close,10)[4];ROC(Close,10)[0] > ROC(Close,10)[4];talib.ROC(C,10)[-1] > talib.ROC(C,10)[-5];((close / close[10] - 1) * 100)[0] > ((close / close[10] - 1) * 100)[4]
Rate Of Change;ROCroc105;RateOfChange(10)[0] > RateOfChange(10)[5];rateOfChange(close,10)[0] > rateOfChange(close,10)[5];ROC(Close,10)[0] > ROC(Close,10)[5];talib.ROC(C,10)[-1] > talib.ROC(C,10)[-6];((close / close[10] - 1) * 100)[0] > ((close / close[10] - 1) * 100)[5]
Rate Of Change;rocROC31;RateOfChange(3)[0] < RateOfChange(3)[1];rateOfChange(close,3)[0] < rateOfChange(close,3)[1];ROC(Close,3)[0] < ROC(Close,3)[1];talib.ROC(C,3)[-1] < talib.ROC(C,3)[-2];((close / close[3] - 1) * 100)[0] < ((close / close[3] - 1) * 100)[1]
Rate Of Change;rocROC32;RateOfChange(3)[0] < RateOfChange(3)[2];rateOfChange(close,3)[0] < rateOfChange(close,3)[2];ROC(Close,3)[0] < ROC(Close,3)[2];talib.ROC(C,3)[-1] < talib.ROC(C,3)[-3];((close / close[3] - 1) * 100)[0] < ((close / close[3] - 1) * 100)[2]
Rate Of Change;rocROC33;RateOfChange(3)[0] < RateOfChange(3)[3];rateOfChange(close,3)[0] < rateOfChange(close,3)[3];ROC(Close,3)[0] < ROC(Close,3)[3];talib.ROC(C,3)[-1] < talib.ROC(C,3)[-4];((close / close[3] - 1) * 100)[0] < ((close / close[3] - 1) * 100)[3]
Rate Of Change;rocROC34;RateOfChange(3)[0] < RateOfChange(3)[4];rateOfChange(close,3)[0] < rateOfChange(close,3)[4];ROC(Close,3)[0] < ROC(Close,3)[4];talib.ROC(C,3)[-1] < talib.ROC(C,3)[-5];((close / close[3] - 1) * 100)[0] < ((close / close[3] - 1) * 100)[4]
Rate Of Change;rocROC35;RateOfChange(3)[0] < RateOfChange(3)[5];rateOfChange(close,3)[0] < rateOfChange(close,3)[5];ROC(Close,3)[0] < ROC(Close,3)[5];talib.ROC(C,3)[-1] < talib.ROC(C,3)[-6];((close / close[3] - 1) * 100)[0] < ((close / close[3] - 1) * 100)[5]
Rate Of Change;rocROC51;RateOfChange(5)[0] < RateOfChange(5)[1];rateOfChange(close,5)[0] < rateOfChange(close,5)[1];ROC(Close,5)[0] < ROC(Close,5)[1];talib.ROC(C,5)[-1] < talib.ROC(C,5)[-2];((close / close[5] - 1) * 100)[0] < ((close / close[5] - 1) * 100)[1]
Rate Of Change;rocROC52;RateOfChange(5)[0] < RateOfChange(5)[2];rateOfChange(close,5)[0] < rateOfChange(close,5)[2];ROC(Close,5)[0] < ROC(Close,5)[2];talib.ROC(C,5)[-1] < talib.ROC(C,5)[-3];((close / close[5] - 1) * 100)[0] < ((close / close[5] - 1) * 100)[2]
Rate Of Change;rocROC53;RateOfChange(5)[0] < RateOfChange(5)[3];rateOfChange(close,5)[0] < rateOfChange(close,5)[3];ROC(Close,5)[0] < ROC(Close,5)[3];talib.ROC(C,5)[-1] < talib.ROC(C,5)[-4];((close / close[5] - 1) * 100)[0] < ((close / close[5] - 1) * 100)[3]
Rate Of Change;rocROC54;RateOfChange(5)[0] < RateOfChange(5)[4];rateOfChange(close,5)[0] < rateOfChange(close,5)[4];ROC(Close,5)[0] < ROC(Close,5)[4];talib.ROC(C,5)[-1] < talib.ROC(C,5)[-5];((close / close[5] - 1) * 100)[0] < ((close / close[5] - 1) * 100)[4]
Rate Of Change;rocROC55;RateOfChange(5)[0] < RateOfChange(5)[5];rateOfChange(close,5)[0] < rateOfChange(close,5)[5];ROC(Close,5)[0] < ROC(Close,5)[5];talib.ROC(C,5)[-1] < talib.ROC(C,5)[-6];((close / close[5] - 1) * 100)[0] < ((close / close[5] - 1) * 100)[5]
Rate Of Change;rocROC101;RateOfChange(10)[0] < RateOfChange(10)[1];rateOfChange(close,10)[0] < rateOfChange(close,10)[1];ROC(Close,10)[0] < ROC(Close,10)[1];talib.ROC(C,10)[-1] < talib.ROC(C,10)[-2];((close / close[10] - 1) * 100)[0] < ((close / close[10] - 1) * 100)[1]
Rate Of Change;rocROC102;RateOfChange(10)[0] < RateOfChange(10)[2];rateOfChange(close,10)[0] < rateOfChange(close,10)[2];ROC(Close,10)[0] < ROC(Close,10)[2];talib.ROC(C,10)[-1] < talib.ROC(C,10)[-3];((close / close[10] - 1) * 100)[0] < ((close / close[10] - 1) * 100)[2]
Rate Of Change;rocROC103;RateOfChange(10)[0] < RateOfChange(10)[3];rateOfChange(close,10)[0] < rateOfChange(close,10)[3];ROC(Close,10)[0] < ROC(Close,10)[3];talib.ROC(C,10)[-1] < talib.ROC(C,10)[-4];((close / close[10] - 1) * 100)[0] < ((close / close[10] - 1) * 100)[3]
Rate Of Change;rocROC104;RateOfChange(10)[0] < RateOfChange(10)[4];rateOfChange(close,10)[0] < rateOfChange(close,10)[4];ROC(Close,10)[0] < ROC(Close,10)[4];talib.ROC(C,10)[-1] < talib.ROC(C,10)[-5];((close / close[10] - 1) * 100)[0] < ((close / close[10] - 1) * 100)[4]
Rate Of Change;rocROC105;RateOfChange(10)[0] < RateOfChange(10)[5];rateOfChange(close,10)[0] < rateOfChange(close,10)[5];ROC(Close,10)[0] < ROC(Close,10)[5];talib.ROC(C,10)[-1] < talib.ROC(C,10)[-6];((close / close[10] - 1) * 100)[0] < ((close / close[10] - 1) * 100)[5]
Momentum;MOMO3pos;Momentum(3)[0] > 0;momentum(close,3)[0] > 0;Momentum(Close,3)[0] > 0;talib.MOM(C,3)[-1] > 0;(close - close[3])[0] > 0
Momentum;MOMO5pos;Momentum(5)[0] > 0;momentum(close,5)[0] > 0;Momentum(Close,5)[0] > 0;talib.MOM(C,5)[-1] > 0;(close - close[5])[0] > 0
Momentum;MOMO10pos;Momentum(10)[0] > 0;momentum(close,10)[0] > 0;Momentum(Close,10)[0] > 0;talib.MOM(C,10)[-1] > 0;(close - close[10])[0] > 0
Momentum;MOMO3neg;Momentum(3)[0] < 0;momentum(close,3)[0] < 0;Momentum(Close,3)[0] < 0;talib.MOM(C,3)[-1] < 0;(close - close[3])[0] < 0
Momentum;MOMO5neg;Momentum(5)[0] < 0;momentum(close,5)[0] < 0;Momentum(Close,5)[0] < 0;talib.MOM(C,5)[-1] < 0;(close - close[5])[0] < 0
Momentum;MOMO10neg;Momentum(10)[0] < 0;momentum(close,10)[0] < 0;Momentum(Close,10)[0] < 0;talib.MOM(C,10)[-1] < 0;(close - close[10])[0] < 0
Momentum;MOMOmomo31;Momentum(3)[0] > Momentum(3)[1];momentum(close,3)[0] > momentum(close,3)[1];Momentum(Close,3)[0] > Momentum(Close,3)[1];talib.MOM(C,3)[-1] > talib.MOM(C,3)[-2];(close - close[3])[0] > (close - close[3])[1]
Momentum;MOMOmomo32;Momentum(3)[0] > Momentum(3)[2];momentum(close,3)[0] > momentum(close,3)[2];Momentum(Close,3)[0] > Momentum(Close,3)[2];talib.MOM(C,3)[-1] > talib.MOM(C,3)[-3];(close - close[3])[0] > (close - close[3])[2]
Momentum;MOMOmomo33;Momentum(3)[0] > Momentum(3)[3];momentum(close,3)[0] > momentum(close,3)[3];Momentum(Close,3)[0] > Momentum(Close,3)[3];talib.MOM(C,3)[-1] > talib.MOM(C,3)[-4];(close - close[3])[0] > (close - close[3])[3]
Momentum;MOMOmomo34;Momentum(3)[0] > Momentum(3)[4];momentum(close,3)[0] > momentum(close,3)[4];Momentum(Close,3)[0] > Momentum(Close,3)[4];talib.MOM(C,3)[-1] > talib.MOM(C,3)[-5];(close - close[3])[0] > (close - close[3])[4]
Momentum;MOMOmomo35;Momentum(3)[0] > Momentum(3)[5];momentum(close,3)[0] > momentum(close,3)[5];Momentum(Close,3)[0] > Momentum(Close,3)[5];talib.MOM(C,3)[-1] > talib.MOM(C,3)[-6];(close - close[3])[0] > (close - close[3])[5]
Momentum;MOMOmomo51;Momentum(5)[0] > Momentum(5)[1];momentum(close,5)[0] > momentum(close,5)[1];Momentum(Close,5)[0] > Momentum(Close,5)[1];talib.MOM(C,5)[-1] > talib.MOM(C,5)[-2];(close - close[5])[0] > (close - close[5])[1]
Momentum;MOMOmomo52;Momentum(5)[0] > Momentum(5)[2];momentum(close,5)[0] > momentum(close,5)[2];Momentum(Close,5)[0] > Momentum(Close,5)[2];talib.MOM(C,5)[-1] > talib.MOM(C,5)[-3];(close - close[5])[0] > (close - close[5])[2]
Momentum;MOMOmomo53;Momentum(5)[0] > Momentum(5)[3];momentum(close,5)[0] > momentum(close,5)[3];Momentum(Close,5)[0] > Momentum(Close,5)[3];talib.MOM(C,5)[-1] > talib.MOM(C,5)[-4];(close - close[5])[0] > (close - close[5])[3]
